0.111962	0.081711	0.121394	0.088126	0.097063	0.015029
0.110715	0.082227	0.122102	0.087490	0.097756	0.013819
0.110751	0.082336	0.121430	0.088510	0.097407	0.013613
0.112562	0.085142	0.113842	0.090004	0.098613	0.014874
0.108476	0.086001	0.118963	0.088146	0.098722	0.009694
0.108415	0.086715	0.114460	0.089003	0.101874	0.010807
0.107829	0.086404	0.118029	0.087557	0.100303	0.009174
0.110707	0.081827	0.121967	0.087907	0.097725	0.013959
0.110042	0.083957	0.120670	0.088347	0.097413	0.012134
0.107145	0.084329	0.123816	0.086108	0.098821	0.010692
0.107836	0.084641	0.120196	0.088769	0.098679	0.009665
0.107939	0.086493	0.118935	0.088125	0.098699	0.009037
0.107820	0.086398	0.118020	0.087807	0.100048	0.009103
0.110775	0.081878	0.122290	0.087463	0.097725	0.014104
0.110284	0.083525	0.121573	0.087916	0.096912	0.012808
0.108468	0.085350	0.119981	0.088500	0.097853	0.010009
0.107364	0.084535	0.123151	0.086232	0.098954	0.010455
0.107546	0.084500	0.122934	0.086116	0.099043	0.010574
0.109501	0.082398	0.122441	0.087737	0.098074	0.012762
0.109892	0.081940	0.123394	0.087136	0.097803	0.013688
0.107077	0.084292	0.123851	0.086279	0.098764	0.010624
0.107389	0.083785	0.122789	0.086916	0.099178	0.010545
0.107850	0.083031	0.124822	0.086549	0.097887	0.012240
0.107173	0.083985	0.124368	0.086516	0.098317	0.011031
0.107077	0.084292	0.123851	0.086279	0.098764	0.010624
0.108547	0.082404	0.124868	0.086360	0.098044	0.013097
0.107126	0.084267	0.124038	0.086185	0.098444	0.010813
0.107168	0.083529	0.124731	0.086619	0.098120	0.011428
0.111962	0.081711	0.121394	0.088126	0.097063	0.015029
0.111990	0.081232	0.120076	0.089602	0.097306	0.015101
0.112735	0.083104	0.115449	0.089852	0.098900	0.015221
0.111771	0.082809	0.118451	0.089211	0.097995	0.014046
0.107998	0.086150	0.118315	0.088557	0.099444	0.009166
0.108279	0.086655	0.115974	0.088829	0.100282	0.009869
0.110833	0.081921	0.122107	0.088008	0.097244	0.014094
0.112666	0.081922	0.119422	0.088826	0.097328	0.015315
0.110990	0.081741	0.121384	0.089484	0.096656	0.014225
0.106794	0.085684	0.119026	0.089755	0.098952	0.008179
0.107432	0.085698	0.119617	0.088679	0.098863	0.008771
0.111687	0.080917	0.121582	0.089089	0.097265	0.015163
0.111064	0.080546	0.121727	0.089730	0.097214	0.014920
0.109770	0.080869	0.122289	0.089818	0.097321	0.013831
0.107365	0.084516	0.120212	0.088772	0.099177	0.009303
0.108539	0.082219	0.123448	0.088748	0.097279	0.012423
0.108043	0.083118	0.124368	0.087696	0.096927	0.012078
0.107426	0.083489	0.124184	0.087383	0.097594	0.011300
0.107481	0.082956	0.124714	0.087311	0.097589	0.011868
0.107426	0.083489	0.124184	0.087383	0.097594	0.011300
0.107232	0.083034	0.124601	0.086954	0.098280	0.011586
0.112556	0.081598	0.117985	0.090260	0.098056	0.015367
0.112614	0.084157	0.113204	0.091176	0.098903	0.015557
0.112708	0.084568	0.113618	0.090523	0.098650	0.015291
0.108714	0.086052	0.114515	0.091716	0.099276	0.011183
0.107998	0.086150	0.118315	0.088557	0.099444	0.009166
0.112551	0.081048	0.118958	0.090272	0.097326	0.015684
0.112806	0.082214	0.115574	0.090991	0.098474	0.015733
0.107836	0.084641	0.120196	0.088769	0.098679	0.009665
0.107847	0.084650	0.118309	0.089855	0.099587	0.009657
0.111693	0.080937	0.119919	0.090475	0.097041	0.015095
0.108443	0.082146	0.123522	0.088876	0.097287	0.012410
0.107644	0.082858	0.123915	0.088022	0.097584	0.011598
0.110928	0.080383	0.121245	0.090478	0.097043	0.014914
0.107331	0.083013	0.123786	0.088378	0.097600	0.011193
0.107892	0.082852	0.123883	0.087817	0.097585	0.011792
0.112861	0.081745	0.117041	0.091299	0.097567	0.015809
0.109155	0.084661	0.115041	0.092287	0.099024	0.011962
0.110268	0.085524	0.113252	0.092290	0.099071	0.013308
0.109312	0.085880	0.113849	0.091545	0.099635	0.012002
0.112257	0.082123	0.116277	0.091049	0.098349	0.015164
0.107472	0.082863	0.120531	0.090207	0.099016	0.010396
0.106820	0.084642	0.119280	0.090572	0.098782	0.008806
0.108560	0.083310	0.121942	0.089632	0.097061	0.011427
0.107571	0.083381	0.121947	0.089457	0.097895	0.010472
0.107469	0.083302	0.121831	0.089636	0.097886	0.010421
0.112257	0.082123	0.116277	0.091049	0.098349	0.015164
0.109863	0.083971	0.116687	0.091629	0.098170	0.012272
0.108930	0.084170	0.113757	0.092734	0.100455	0.012664
0.110316	0.082143	0.119017	0.091424	0.097193	0.013380
0.107484	0.084579	0.117657	0.091783	0.098657	0.009791
0.107401	0.084300	0.119712	0.090030	0.098679	0.009439
0.110567	0.082678	0.116241	0.092125	0.098555	0.013638
0.108679	0.084497	0.113643	0.093304	0.099913	0.012528
0.108780	0.082816	0.120114	0.090613	0.097816	0.011570
0.110689	0.082770	0.116370	0.091781	0.098555	0.013601
0.111695	0.082000	0.120778	0.088498	0.097393	0.014506
0.110530	0.084067	0.119001	0.089048	0.098055	0.012319
0.112330	0.085941	0.112095	0.089029	0.100701	0.015246
0.108734	0.085850	0.117884	0.088447	0.099138	0.010057
0.108376	0.085614	0.116049	0.088366	0.101814	0.010534
0.107370	0.086180	0.118116	0.086770	0.101668	0.009256
0.111567	0.081472	0.122258	0.087875	0.097092	0.014986
0.110668	0.081602	0.121899	0.088566	0.097549	0.014000
0.109214	0.083458	0.120712	0.087382	0.099493	0.011632
0.106972	0.084049	0.122278	0.087829	0.099051	0.009738
0.106635	0.085590	0.119564	0.086804	0.101484	0.008722
0.110707	0.081827	0.121967	0.087907	0.097725	0.013959
0.108005	0.082317	0.124975	0.087520	0.097286	0.012703
0.107861	0.084890	0.120756	0.088674	0.097909	0.009727
0.107066	0.083533	0.122420	0.086655	0.100371	0.010437
0.107952	0.082553	0.124563	0.087048	0.098001	0.012338
0.107747	0.082951	0.124956	0.086536	0.097872	0.012280
0.107110	0.083567	0.122853	0.087375	0.099134	0.010378
0.107199	0.083313	0.124610	0.086638	0.098530	0.011457
0.107263	0.083365	0.124050	0.086020	0.099502	0.011370
0.107666	0.083678	0.124399	0.086009	0.098508	0.011672
0.112451	0.080871	0.119245	0.089393	0.098221	0.015571
0.113693	0.083631	0.113523	0.090313	0.098905	0.016472
0.111321	0.085779	0.111908	0.090203	0.101367	0.014607
0.109055	0.086150	0.114149	0.090106	0.100661	0.011468
0.108691	0.085862	0.113768	0.089806	0.102018	0.011645
0.111603	0.081149	0.120925	0.089077	0.097308	0.014897
0.111603	0.081149	0.120925	0.089077	0.097308	0.014897
0.107982	0.084882	0.116638	0.091242	0.099688	0.010141
0.107618	0.085847	0.117900	0.088246	0.100765	0.009130
0.111399	0.081082	0.122469	0.088218	0.096953	0.015100
0.107964	0.082460	0.123840	0.088243	0.097641	0.011986
0.107450	0.084298	0.119621	0.089111	0.099562	0.009442
0.107548	0.082304	0.122957	0.087980	0.099312	0.011380
0.107029	0.082636	0.123181	0.087577	0.099647	0.010943
0.107446	0.083243	0.124369	0.086537	0.098640	0.011577
0.112614	0.084157	0.113204	0.091176	0.098903	0.015557
0.110964	0.085504	0.112301	0.091252	0.100138	0.014188
0.109463	0.085819	0.112855	0.091736	0.100464	0.012701
0.108030	0.086058	0.117121	0.089166	0.099926	0.009434
0.110154	0.081297	0.120603	0.090332	0.097757	0.013577
0.107472	0.082863	0.120531	0.090207	0.099016	0.010396
0.108229	0.084859	0.116021	0.091565	0.099656	0.010608
0.110056	0.081251	0.120960	0.090051	0.097741	0.013554
0.106688	0.083680	0.120425	0.089734	0.099599	0.009224
0.106706	0.082711	0.121974	0.089537	0.099254	0.010138
0.112390	0.084098	0.113041	0.091736	0.098931	0.015522
0.108949	0.084185	0.113594	0.092621	0.100697	0.012740
0.109206	0.084806	0.113216	0.093063	0.099777	0.012930
0.108949	0.084185	0.113594	0.092621	0.100697	0.012740
0.108260	0.084071	0.116146	0.091853	0.099787	0.011032
0.107668	0.083323	0.119735	0.090327	0.099020	0.010224
0.111991	0.083363	0.114526	0.091571	0.098576	0.014909
0.108792	0.084063	0.113614	0.092617	0.100967	0.012693
0.108168	0.083581	0.114989	0.092625	0.100700	0.011849
0.108930	0.084170	0.113757	0.092734	0.100455	0.012664
0.110480	0.082135	0.120730	0.088414	0.098697	0.013283
0.111606	0.084756	0.112772	0.089241	0.102017	0.014801
0.111606	0.084756	0.112772	0.089241	0.102017	0.014801
0.108674	0.085968	0.113820	0.089879	0.101716	0.011518
0.108623	0.085808	0.114097	0.089489	0.102096	0.011464
0.111654	0.081186	0.120980	0.088945	0.097311	0.014927
0.110013	0.082835	0.116243	0.090064	0.101031	0.012914
0.108276	0.084115	0.119573	0.088742	0.099394	0.010260
0.107337	0.084481	0.120512	0.087585	0.100282	0.009511
0.109314	0.082257	0.122660	0.087707	0.098452	0.012706
0.109289	0.081351	0.121118	0.089566	0.098703	0.012814
0.107337	0.084481	0.120512	0.087585	0.100282	0.009511
0.107282	0.082101	0.123357	0.087961	0.099383	0.011456
0.107382	0.082858	0.122532	0.087417	0.099855	0.010891
0.106856	0.082503	0.122452	0.087607	0.100676	0.010743
0.110675	0.085056	0.112393	0.090352	0.101754	0.014123
0.111739	0.084201	0.113280	0.088706	0.102462	0.014977
0.109205	0.085827	0.112979	0.091183	0.100906	0.012396
0.108436	0.085898	0.114356	0.089977	0.101443	0.011042
0.112354	0.081552	0.120061	0.089152	0.097358	0.015221
0.107747	0.083731	0.121127	0.087872	0.099586	0.010261
0.107771	0.084716	0.116410	0.091064	0.100314	0.010120
0.111495	0.080987	0.119800	0.090055	0.097746	0.014782
0.106688	0.083680	0.120425	0.089734	0.099599	0.009224
0.106856	0.082503	0.122452	0.087607	0.100676	0.010743
0.111879	0.083957	0.112409	0.091333	0.100824	0.015418
0.109289	0.084292	0.113424	0.091320	0.101714	0.012915
0.108378	0.085615	0.113840	0.090962	0.101309	0.011402
0.109472	0.083139	0.114361	0.091739	0.101333	0.013168
0.108853	0.083642	0.115231	0.091163	0.101185	0.012012
0.108608	0.082330	0.117626	0.091034	0.100423	0.011824
0.111240	0.084145	0.112795	0.091932	0.100194	0.014707
0.108347	0.084308	0.114326	0.091742	0.101336	0.011794
0.108842	0.083747	0.114287	0.092243	0.101000	0.012488
0.109415	0.084545	0.113194	0.091934	0.100967	0.013016
0.112635	0.083873	0.113606	0.090288	0.100155	0.015433
0.110113	0.085605	0.112403	0.089630	0.102620	0.013650
0.109205	0.085439	0.113536	0.089844	0.102790	0.012455
0.108376	0.085614	0.116049	0.088366	0.101814	0.010534
0.110874	0.084509	0.112708	0.089818	0.102761	0.014465
0.108148	0.083897	0.118749	0.087155	0.102132	0.010856
0.108148	0.083897	0.118749	0.087155	0.102117	0.010852
0.107823	0.083105	0.119057	0.088092	0.102004	0.010830
0.107272	0.083932	0.118960	0.087172	0.102697	0.010298
0.107142	0.082489	0.122233	0.087436	0.100898	0.010945
0.110345	0.082810	0.115062	0.089781	0.102518	0.013766
0.109360	0.084354	0.112963	0.091563	0.101922	0.013235
0.109584	0.084518	0.112869	0.091842	0.101282	0.013334
0.109357	0.082800	0.114452	0.091005	0.102624	0.013344
0.108621	0.083997	0.114315	0.090991	0.102215	0.012189
0.107666	0.083672	0.117091	0.089737	0.102113	0.010573
0.110607	0.083776	0.113670	0.089807	0.102748	0.014104
0.108330	0.084642	0.115351	0.089908	0.102163	0.011154
0.109295	0.082753	0.113977	0.091578	0.102687	0.013597
0.108454	0.084087	0.113189	0.091850	0.102580	0.012763
0.111248	0.083286	0.114105	0.089868	0.101891	0.014489
0.110028	0.084311	0.112378	0.090242	0.103362	0.014226
0.108148	0.083897	0.118749	0.087155	0.102117	0.010852
0.109754	0.082055	0.117327	0.089000	0.102019	0.013057
0.107669	0.083487	0.119288	0.087250	0.102347	0.010715
0.107272	0.083932	0.118960	0.087172	0.102697	0.010298
0.109716	0.083137	0.114882	0.089641	0.103111	0.013323
0.108646	0.083796	0.114210	0.090082	0.103471	0.012602
0.107195	0.083495	0.120062	0.087318	0.102010	0.010262
0.109508	0.082915	0.114199	0.090899	0.102666	0.013497
0.109746	0.083160	0.114914	0.089665	0.103139	0.013327
0.108040	0.084540	0.115295	0.088677	0.103455	0.011413
0.107195	0.083495	0.120062	0.087318	0.102010	0.010262
0.108137	0.083179	0.118780	0.087501	0.102501	0.011257
0.108551	0.082867	0.118579	0.087331	0.103088	0.011945
