0.059245	0.777304	
0.907869	0.060063	
0.023726	0.869066	
0.806926	0.112886	
0.005719	0.944788	
0.765007	0.135841	
0.001084	0.994613	
0.459318	0.333606	
0.000408	1.003399	
0.930387	0.047341	
0.021668	0.875525	
0.093472	0.711273	
0.000408	1.003399	
0.002346	0.971635	
0.746828	0.150164	
0.050197	0.800684	
0.841743	0.097525	
0.267708	0.507485	
0.911196	0.058219	
0.954142	0.036476	
0.941601	0.043093	
0.573427	0.261737	
0.026446	0.859827	
0.726940	0.162509	
0.033693	0.837053	
0.819831	0.107046	
0.020324	0.877483	
0.778600	0.133576	
0.436708	0.352458	
0.597972	0.242190	
0.006425	0.944611	
0.329891	0.444324	
0.784395	0.129635	
0.077199	0.745561	
0.694449	0.183817	
0.242342	0.527539	
0.550350	0.275110	
0.886614	0.073562	
0.973480	0.024264	
0.927368	0.051326	
0.367062	0.408656	
0.638965	0.213810	
0.878373	0.079561	
0.013238	0.907494	
0.737231	0.156053	
0.312853	0.470991	
0.009153	0.928691	
0.623388	0.226001	
0.083389	0.736308	
0.122798	0.682100	
0.157900	0.625856	
0.969346	0.024976	
0.495950	0.311541	
0.002244	0.974986	
0.409539	0.374486	
0.196433	0.575471	
0.459318	0.333606	
0.062033	0.773910	
0.014353	0.903660	
0.992985	0.010415	
0.017028	0.893094	
0.986734	0.014648	
0.066671	0.764496	
0.831305	0.099201	
0.047865	0.803776	
0.050847	0.798455	
0.614004	0.231158	
0.196433	0.575471	
0.248616	0.519842	
0.010091	0.918475	
0.583012	0.251763	
0.002322	0.971858	
0.150816	0.631505	
0.270052	0.498386	
0.100638	0.705144	
0.024801	0.863644	
0.124027	0.670487	
0.089090	0.724887	
0.563303	0.265459	
0.703227	0.176450	
0.000384	1.003526	
0.863570	0.080214	
0.623388	0.226001	
0.890700	0.067047	
0.912457	0.057412	
0.845818	0.090832	
0.959938	0.032909	
0.544212	0.276716	
0.028607	0.849424	
0.158010	0.619582	
0.624180	0.225098	
0.764759	0.137611	
0.963419	0.030871	
0.785807	0.124536	
0.960207	0.031999	
0.000357	1.004542	
0.888526	0.068929	
0.002322	0.971858	
0.084075	0.732757	
0.168695	0.603541	
